2.999143302440643311e-01,1.022377237677574158e-01,4.920043647289276123e-01,9.834158420562744141e-01,-1.814524233341217041e-01,-2.270521223545074463e-01
-1.693878024816513062e-01,-9.879383444786071777e-01,4.317743778228759766e-01,-6.905446648597717285e-01,-8.562566041946411133e-01,1.592893600463867188e-01
-3.756343722343444824e-01,-8.986374735832214355e-01,2.376171350479125977e-01,-3.453900218009948730e-01,4.740669429302215576e-01,-9.847028851509094238e-01
-6.181599497795104980e-01,1.536453980952501297e-02,5.585197210311889648e-01,4.403842091560363770e-01,7.610724866390228271e-02,-7.442708015441894531e-01
-6.378839612007141113e-01,-8.636640310287475586e-01,2.735924124717712402e-01,-4.736116826534271240e-01,-6.869681477546691895e-01,-6.020516157150268555e-01
3.453361093997955322e-01,-3.001309633255004883e+00,-1.342779636383056641e+00,-3.344058513641357422e+00,-1.266209006309509277e+00,-3.548952102661132812e+00
-5.959764122962951660e-02,9.419486522674560547e-01,6.336676478385925293e-01,-3.206159472465515137e-01,-1.559512168169021606e-01,-7.083154916763305664e-01
-9.359556436538696289e-02,-4.161455333232879639e-01,1.671187132596969604e-01,1.236659139394760132e-01,-6.251933574676513672e-01,-5.977395176887512207e-01
-3.990827798843383789e-01,7.147908210754394531e-02,4.097751080989837646e-01,-5.455433726310729980e-01,-4.262080788612365723e-01,-1.196322798728942871e+00
-3.493667021393775940e-02,-3.570464253425598145e-02,2.597537338733673096e-01,-8.613608479499816895e-01,-1.043720602989196777e+00,-5.277843475341796875e-01
-5.810100436210632324e-01,5.890382528305053711e-01,-2.920216321945190430e-01,3.661441430449485779e-02,1.045155763626098633e+00,1.486397743225097656e+00
4.580725133419036865e-01,-5.109087944030761719e+00,3.784089565277099609e+00,-8.297007530927658081e-02,5.072377920150756836e-01,2.515213012695312500e+00
1.488275378942489624e-01,1.385231733322143555e+00,3.103286325931549072e-01,4.999899864196777344e+00,-5.975863456726074219e+00,1.136633276939392090e+00
-5.173964053392410278e-02,-7.044575691223144531e+00,-3.579745292663574219e+00,-1.034909009933471680e+00,-1.434722661972045898e+00,-1.200420022010803223e+00
-6.349329948425292969e-01,-1.836425185203552246e+00,2.580180764198303223e-01,-5.926945433020591736e-02,-4.473135992884635925e-02,2.261620610952377319e-01
6.216536462306976318e-02,-6.517791748046875000e-01,1.596948802471160889e-01,-9.080918431282043457e-01,-5.700243115425109863e-01,-6.194375753402709961e-01
